Predicted Winner,Underdog,Win Probability
New Mexico St,Tennessee St,0.9814652
Hampton,West Virginia,0.82331175
Texas,Hofstra,0.8646249
S Carolina St,UTRGV,0.7396608
Missouri KC,Brown,0.5530071
Vanderbilt,Ohio,0.9252529
James Madison,Providence,0.53117406
Wagner,Central Conn,0.7157914
Samford,Austin Peay,0.55022866
Missouri KC,Morgan St,0.66042054
Towson,Oregon St,0.6740188
Cincinnati,Creighton,0.8670477
Illinois St,Mercer,0.86867565
Davidson,Montana,0.8846451
Utah,N Colorado,0.5652458
Elon,George Mason,0.8759845
Merrimack,Grambling,0.7981259
Oakland,Monmouth NJ,0.9380905
Portland,Loy Marymount,0.5919616
North Texas,St Francis PA,0.5602149
Alabama St,UNC Greensboro,0.59359527
Butler,Morris Brown,0.71773165
W Illinois,Stetson,0.59793866
Illinois St,SMU,0.7659462
UCF,Clemson,0.8357717
San Francisco,Central Conn,0.6630295
Rider,Troy,0.61666083
WI Milwaukee,Virginia,0.6109288
Florida A&M,Loyola-Chicago,0.6869418
Santa Clara,St Peter's,0.9605369
Iowa,Montana,0.81812483
Hawaii,Queens NC,0.5862441
MA Lowell,Portland St,0.73874295
Delaware,Loy Marymount,0.9586571
Southern Utah,Idaho,0.5932089
Maine,USC,0.68534195
Southern Utah,Toledo,0.72787887
Georgia St,SIUE,0.6951184
Alabama A&M,Bucknell,0.6247399
Alabama A&M,Alabama,0.84192693
Detroit,Massachusetts,0.70927006
Utah Valley,Maryland,0.8366195
Belmont,FGCU,0.59532267
Auburn,Utah,0.80244535
CS Bakersfield,Ohio,0.7647309
Notre Dame,Rice,0.88712955
Michigan,TAM C. Christi,0.8449788
W Illinois,Birmingham So,0.82670575
NC Central,Missouri KC,0.82779884
Alliant Intl,Tulane,0.66012186
Pittsburgh,MS Valley St,0.89919424
William & Mary,Siena,0.72643834
Clemson,Denver,0.63432086
Cal Baptist,UT San Antonio,0.5647837
Lafayette,Troy,0.7290918
Temple,NC Central,0.6744735
Oklahoma St,Towson,0.776425
Houston,CS Bakersfield,0.86645895
Hawaii,San Jose St,0.80505955
Delaware,USC,0.74247456
North Alabama,PFW,0.5354439
Louisville,Lamar,0.85457474
W Michigan,Boston College,0.9924177
Cal Poly,Northeastern,0.69817436
Florida St,Massachusetts,0.8076811
Oregon,Drake,0.64622223
VMI,Louisville,0.51674473
Missouri St,Montana,0.8554902
Mercer,Hardin-Simmons,0.80938953
Colorado,F Dickinson,0.52234066
Washington,Colorado St,0.9953073
PFW,Connecticut,0.8801866
Illinois,W Salem St,0.57313967
Clemson,Tennessee,0.80408156
Duke,Hardin-Simmons,0.99437547
Lafayette,Wisconsin,0.6930733
CS Bakersfield,S Illinois,0.91423416
St Peter's,VCU,0.881552
UC Davis,Central Conn,0.64336944
Towson,New Mexico,0.74058324
Loy Marymount,West Georgia,0.75716853
Wyoming,Col Charleston,0.93448436
Tennessee St,SE Louisiana,0.9046455
Northwestern LA,Jackson St,0.97288036
Louisiana,Brown,0.5991724
Belmont,WKU,0.6379521
Massachusetts,Norfolk St,0.7952605
Illinois St,Dayton,0.5712083
Massachusetts,Arizona St,0.96419656
Utah Valley,Bucknell,0.8813322
Louisville,Oregon St,0.61852807
Merrimack,Baylor,0.8316288
Texas A&M,Murray St,0.60818416
Montana St,Missouri KC,0.5764163
CS Fullerton,Hardin-Simmons,0.830024
Mississippi,Oral Roberts,0.8098789
UCLA,G Washington,0.9143167
Ball St,Lafayette,0.9964939
Bradley,St Bonaventure,0.78275603
Colorado St,Chicago St,0.5790079
Pittsburgh,UC Riverside,0.7705896
South Alabama,ETSU,0.6992284
Villanova,E Washington,0.88160914
Lafayette,Ga Southern,0.5895275
NE Omaha,Stony Brook,0.59683454
Towson,Sam Houston St,0.61246574
Marist,Stonehill,0.9751733
Savannah St,Stetson,0.80748284
Coppin St,South Florida,0.71116257
MTSU,Penn,0.57394105
Duke,Illinois,0.61294425
Le Moyne,VMI,0.75083846
Yale,Syracuse,0.678146
Colorado,Birmingham So,0.5873013
Oklahoma,Loyola MD,0.9793481
Florida,Idaho St,0.5361014
Georgia St,Quinnipiac,0.8864405
La Salle,Wisconsin,0.5590238
High Point,SIUE,0.5603618
Penn,NJIT,0.55044645
SUNY Albany,St Mary's CA,0.9044796
Quinnipiac,Purdue,0.933893
IUPUI,Richmond,0.7109411
Grand Canyon,East Texas A&M,0.769527
East Carolina,Montana St,0.80642116
North Alabama,West Virginia,0.70135415
Nebraska,Troy,0.79695046
FGCU,CS Northridge,0.5918217
Houston,New Mexico,0.63506186
St Mary's CA,Xavier,0.6243886
North Dakota,Penn St,0.7854102
Colgate,San Francisco,0.5587076
Wake Forest,Morgan St,0.6479757
Arkansas,Rutgers,0.8654145
Rhode Island,Clemson,0.6405083
Stony Brook,Prairie View,0.9665549
Utah St,Merrimack,0.7973593
Xavier,Cleveland St,0.8940593
NC Central,Minnesota,0.60542333
LSU,Brown,0.7488644
Southern Univ,Vanderbilt,0.89887106
Texas Tech,Oklahoma,0.97935724
Kansas St,Illinois St,0.8976127
Providence,Massachusetts,0.93514067
Oklahoma St,NC A&T,0.9115199
Weber St,Tennessee St,0.98491096
Evansville,Valparaiso,0.6833844
St Francis PA,New Mexico St,0.63081837
Arizona,Air Force,0.8718368
Montana St,Southern Univ,0.5299262
Arizona St,Stonehill,0.929939
Brooklyn,LIU Brooklyn,0.66877276
IL Chicago,South Alabama,0.8819061
Belmont,Mississippi,0.85825557
Bradley,ETSU,0.59876907
Wichita St,Montana,0.92083436
CS Fullerton,Wisconsin,0.74559265
UAB,UTRGV,0.5558226
Dartmouth,Monmouth NJ,0.7797197
California,Florida A&M,0.9823461
Kansas,Butler,0.78602195
Penn St,St John's,0.7566048
St Francis NY,Cornell,0.600162
William & Mary,Florida A&M,0.7924068
North Florida,Troy,0.6203727
CS Sacramento,Miami OH,0.8646065
Stony Brook,Toledo,0.78373873
UC Davis,California,0.5689001
Sacred Heart,Southern Univ,0.896828
Bradley,Coppin St,0.51645947
Grand Canyon,Northern Arizona,0.71159196
Minnesota,Cincinnati,0.81570363
Arizona,S Dakota St,0.893973
Le Moyne,Boston College,0.9671811
Canisius,Hartford,0.94565964
William & Mary,Mississippi St,0.8469119
Augusta,West Virginia,0.6822869
Virginia Tech,CS Bakersfield,0.5076823
Binghamton,North Florida,0.7324418
Mercyhurst,UMBC,0.73544276
Lindenwood,Samford,0.5656704
Citadel,Ohio St,0.9902328
Miami OH,Ga Southern,0.69605476
Florida Intl,Lehigh,0.5640834
LSU,Bryant,0.9614329
Long Beach St,Nicholls St,0.6293308
Furman,Wright St,0.8942144
Sam Houston St,UAB,0.7609847
Arkansas,Toledo,0.71777666
NC State,Colorado St,0.90710956
Nevada,Washington,0.7485738
Chattanooga,Kentucky,0.6725817
Utah,Furman,0.9934662
WI Green Bay,Troy,0.5533653
N Illinois,Villanova,0.6053387
Oral Roberts,Radford,0.747185
Cincinnati,Alabama St,0.5138805
Austin Peay,MD E Shore,0.7444416
UTRGV,Tulane,0.74989015
Utah St,Pacific,0.9764523
Georgia Tech,Mississippi,0.6744578
Santa Clara,Duke,0.9426941
Pittsburgh,CS Northridge,0.68575716
CS Northridge,Bethune-Cookman,0.50524634
Cleveland St,CS Northridge,0.8244692
Wisconsin,Montana St,0.9570975
IL Chicago,NC Central,0.7394515
Mississippi,Baylor,0.65541476
VMI,LSU,0.66074973
Utah Tech,Purdue,0.92083055
F Dickinson,Louisville,0.6037007
Citadel,Portland St,0.8703937
N Illinois,Loyola MD,0.5992476
ETSU,Binghamton,0.91980946
Clemson,Centenary,0.59736115
Colgate,La Salle,0.7508607
Michigan,Wake Forest,0.62347126
Iona,Grambling,0.7944279
PFW,Incarnate Word,0.9224219
Youngstown St,Seattle,0.6752883
Radford,S Illinois,0.5798326
Tennessee Tech,Chattanooga,0.7368782
Arkansas St,Chattanooga,0.78027296
W Michigan,Seattle,0.80791056
Furman,Gardner Webb,0.88743734
St John's,Portland St,0.5610117
VMI,Columbia,0.97671807
Portland St,Bethune-Cookman,0.82592636
Louisiana,SC Upstate,0.926175
Miami OH,Augusta,0.6498947
Connecticut,Weber St,0.8871058
WI Green Bay,ETSU,0.8842287
Murray St,Oregon,0.7305852
West Georgia,ETSU,0.5713333
CS Fullerton,TCU,0.54725486
Yale,Missouri,0.9671155
Arizona St,W Michigan,0.9626732
UCF,C Michigan,0.905877
Rutgers,Providence,0.90950453
Georgia,UCLA,0.74357855
Nebraska,Wagner,0.95209193
Akron,SC Upstate,0.663146
Bryant,NJIT,0.5336391
SF Austin,LIU Brooklyn,0.86083376
Belmont,Southern Indiana,0.9772136
Weber St,Bellarmine,0.84749407
Stetson,Ball St,0.98727334
Howard,WI Green Bay,0.916027
Villanova,Florida A&M,0.97741884
South Alabama,Samford,0.78224295
Temple,Florida,0.6763488
SIUE,Marquette,0.56431705
Jacksonville St,Oregon St,0.5145072
Evansville,South Carolina,0.6823137
Louisiana Tech,Vermont,0.5856431
E Kentucky,Cal Poly,0.89776903
Iowa,West Georgia,0.6946045
Siena,Centenary,0.76843816
Georgia Tech,UC Irvine,0.8340417
Richmond,E Kentucky,0.94595766
Maryland,NE Omaha,0.8866633
Nicholls St,Colorado,0.6152916
Fairfield,Belmont,0.93816984
Alabama St,Jacksonville,0.5187492
Oakland,SC Upstate,0.96285164
Cornell,Hofstra,0.7049062
Valparaiso,Bowling Green,0.8067198
Santa Clara,Coppin St,0.508967
E Washington,C Michigan,0.74550116
Tennessee Tech,Grambling,0.5165103
LSU,SF Austin,0.5759479
Cal Poly,TCU,0.90939397
Georgia St,Sacred Heart,0.6836774
Hartford,UNC Greensboro,0.91309273
High Point,Lindenwood,0.9465956
PFW,Penn,0.7344006
Maine,Duke,0.8096142
Hampton,Brooklyn,0.90602833
Stony Brook,F Dickinson,0.7227857
Nebraska,UNC Asheville,0.7150564
Chicago St,California,0.639562
Youngstown St,Ga Southern,0.67875963
New Mexico St,Richmond,0.79938877
Montana St,Mercer,0.75655556
Creighton,Binghamton,0.66241336
McNeese St,Norfolk St,0.51845956
Florida A&M,Stanford,0.5064838
California,Mt St Mary's,0.6400913
Illinois,Utah Tech,0.77957106
Chattanooga,Grambling,0.52251947
Washington St,San Diego St,0.7179457
Valparaiso,Long Beach St,0.5824636
Gardner Webb,Xavier,0.5911079
St Francis NY,Brooklyn,0.67881405
CS Northridge,WI Milwaukee,0.9049484
Northern Arizona,Wofford,0.6557756
NC State,MD E Shore,0.791548
Murray St,Illinois St,0.77860487
New Mexico,Towson,0.87901664
Delaware,Tulsa,0.6952018
Maine,Houston,0.74803513
New Mexico,Ball St,0.64353794
UMBC,Valparaiso,0.79306966
F Dickinson,Northeastern,0.8109442
Grand Canyon,Boston Univ,0.90707994
Maine,Okla City,0.95212674
Drexel,Oregon,0.78828984
Cleveland St,Stony Brook,0.50256366
Stetson,Hofstra,0.5924808
Indiana,Drake,0.90908575
Valparaiso,Ohio St,0.9526008
Texas A&M,Loyola MD,0.7958577
Oral Roberts,Wyoming,0.84947056
Wright St,San Diego St,0.94790196
Centenary,Chattanooga,0.7559147
Montana St,Duke,0.6077379
Marshall,UCLA,0.7424075
N Kentucky,W Salem St,0.574931
Idaho,North Florida,0.95759
Grambling,Fresno St,0.9309186
Sam Houston St,Arkansas,0.8713851
Air Force,San Francisco,0.7454523
ULM,Arkansas,0.5623374
Iowa St,UMBC,0.5812121
Wagner,New Mexico St,0.81262845
Montana,NE Illinois,0.8323306
Hartford,WKU,0.92352223
Longwood,Alabama A&M,0.5940269
Duke,LSU,0.8190507
Weber St,Le Moyne,0.6278163
BYU,G Washington,0.7134376
Central Conn,Bethune-Cookman,0.5207653
Yale,Illinois St,0.9386988
Sacred Heart,Birmingham So,0.85065466
NE Omaha,VCU,0.8827521
Kansas St,UC Irvine,0.9525375
SUNY Albany,Air Force,0.60689276
Vermont,SF Austin,0.73106
G Washington,UTRGV,0.88802135
Coastal Car,TAM C. Christi,0.72221756
Columbia,Montana St,0.79928094
Xavier,BYU,0.90395397
Hardin-Simmons,W Illinois,0.761655
Abilene Chr,CS Fullerton,0.5040368
Cal Baptist,Austin Peay,0.779137
Southern Utah,Radford,0.62601817
La Salle,F Dickinson,0.97936094
Washington,Queens NC,0.6000056
Minnesota,Lafayette,0.8593654
Florida St,Kansas St,0.6298096
James Madison,New Hampshire,0.91007876
Grand Canyon,Hampton,0.73748404
Alcorn St,Savannah St,0.69028074
Maryland,UC Davis,0.96119726
Central Conn,Oregon St,0.7310057
Wake Forest,NC Central,0.8722362
Mt St Mary's,Bethune-Cookman,0.6120028
Appalachian St,Harvard,0.7690016
Gardner Webb,North Texas,0.5118598
Charleston So,Cornell,0.87945354
Armstrong St,UC Santa Barbara,0.6790072
Belmont,Arkansas St,0.8681167
TCU,UC Riverside,0.9568552
Princeton,Villanova,0.7552464
Furman,UNC Asheville,0.55608755
PFW,Charlotte,0.9401386
Drexel,Montana,0.6717192
NJIT,Georgia St,0.9327236
Lindenwood,Pacific,0.96463954
Fordham,Pacific,0.9047192
E Michigan,Coastal Car,0.50942343
Wright St,Northwestern LA,0.8888219
Denver,E Washington,0.5826213
Idaho St,E Michigan,0.7143483
Santa Clara,Maryland,0.98472834
Texas St,G Washington,0.59632194
Butler,Wright St,0.5115386
Okla City,Boston College,0.7758338
Kansas St,Wyoming,0.99089944
Prairie View,W Illinois,0.7793063
Idaho St,Troy,0.79135954
Arkansas,Iona,0.6985221
UC Irvine,Harvard,0.74130124
MS Valley St,Radford,0.9020673
Elon,UNC Wilmington,0.826999
Presbyterian,N Kentucky,0.54358304
Michigan St,UT Arlington,0.9024404
Texas A&M,Oral Roberts,0.8117449
Marist,Utah St,0.578369
Manhattan,Grambling,0.90643907
SF Austin,La Salle,0.9455249
Oakland,Miami OH,0.7305601
Missouri St,UAB,0.6850091
North Carolina,Furman,0.9044092
Maryland,North Alabama,0.6204567
Arizona St,Wofford,0.8857446
Ga Southern,Bethune-Cookman,0.733854
Brown,FGCU,0.5428764
Stetson,VMI,0.696209
Davidson,DePaul,0.87467057
Navy,Virginia Tech,0.9521654
Tulsa,Toledo,0.8486828
San Jose St,Campbell,0.69245374
MS Valley St,Abilene Chr,0.5355748
Florida St,Drexel,0.8028062
Northern Iowa,Ark Pine Bluff,0.5775614
St Peter's,Chattanooga,0.98335904
Iona,Bradley,0.8096446
Central Conn,Bethune-Cookman,0.99071044
Savannah St,Utica,0.80622846
Buffalo,North Carolina,0.77629733
Loyola-Chicago,MS Valley St,0.92635685
Akron,Notre Dame,0.5603826
Mississippi St,Minnesota,0.573107
St Mary's CA,Chicago St,0.55483407
W Salem St,Winthrop,0.56285846
Seton Hall,UC Davis,0.9105563
NE Omaha,Appalachian St,0.51087284
Utica,Alabama A&M,0.7382752
Detroit,Richmond,0.5084814
Central Conn,Birmingham So,0.85765356
Tulsa,New Orleans,0.7999251
ETSU,West Virginia,0.62621486
SF Austin,Virginia Tech,0.8420607
Oregon,Texas St,0.915997
Bellarmine,Penn St,0.900541
UCF,Campbell,0.86955035
LIU Brooklyn,St Bonaventure,0.9268888
Air Force,WI Green Bay,0.59212697
Fresno St,Siena,0.6823655
North Florida,Southern Indiana,0.5086493
Wisconsin,Penn St,0.9389399
N Colorado,Jackson St,0.80575657
High Point,St Joseph's PA,0.67672956
St Francis PA,Portland St,0.87515086
Southern Indiana,UAB,0.67837954
Utah Tech,St Louis,0.88046443
Dartmouth,Virginia Tech,0.9148547
Columbia,UNC Asheville,0.58176327
Indiana St,WI Milwaukee,0.5772377
Oklahoma,Northeastern,0.87510544
Butler,Colorado St,0.70248413
Drake,Chattanooga,0.9320363
Alabama St,George Mason,0.84414005
CS Sacramento,Alcorn St,0.53296286
Kennesaw,Georgia St,0.7259691
Navy,Weber St,0.7435353
Portland St,Lipscomb,0.57977414
Florida St,Northeastern,0.8590841
Columbia,UT Arlington,0.53653103
Clemson,Dartmouth,0.5186418
Central Conn,Chattanooga,0.55284137
New Hampshire,North Florida,0.88769513
SIUE,South Dakota,0.98688555
Fresno St,N Dakota St,0.88130736
South Alabama,Gardner Webb,0.8718747
MS Valley St,South Carolina,0.6147566
W Salem St,Pittsburgh,0.6450726
WI Green Bay,NJIT,0.5863639
Prairie View,Boise St,0.6591115
North Texas,UAB,0.7858694
Arizona St,St John's,0.6700652
Portland St,Loy Marymount,0.61625546
Niagara,Evansville,0.8733381
Brown,St Francis PA,0.74299985
Tarleton St,Pittsburgh,0.6354567
Longwood,North Carolina,0.60102975
Georgia,South Carolina,0.981205
NE Illinois,UCF,0.8809453
Kentucky,Chicago St,0.8105603
North Florida,Chicago St,0.5995761
Rutgers,Connecticut,0.6670685
Sam Houston St,E Kentucky,0.7521613
Auburn,Penn,0.8958365
Tarleton St,NC State,0.634738
Merrimack,Iowa St,0.8017061
George Mason,Bradley,0.98891723
Iona,NE Illinois,0.54103315
St Louis,NJIT,0.8095897
UNC Wilmington,Texas St,0.807841
Southern Indiana,Loyola-Chicago,0.89379793
E Illinois,Missouri St,0.8144463
DePaul,Abilene Chr,0.87728065
Howard,Kent,0.97727406
Ga Southern,Butler,0.9773858
Savannah St,Florida Intl,0.57009643
Clemson,Portland,0.5551263
Ark Little Rock,Nebraska,0.683406
Manhattan,VMI,0.85073465
NJIT,UCLA,0.6683384
S Carolina St,Louisiana Tech,0.6874617
Southern Miss,Manhattan,0.8558565
Hampton,St Francis NY,0.75588185
Oklahoma St,Sam Houston St,0.51330924
Arkansas,Alliant Intl,0.90662825
Birmingham So,Northern Arizona,0.9484122
Texas Tech,Rice,0.6944331
Southern Indiana,Washington St,0.5265446
Washington St,Lipscomb,0.9909507
Texas A&M,Montana,0.83271885
Yale,Cal Poly,0.87643564
Holy Cross,North Carolina,0.568975
UC Davis,East Carolina,0.95730084
Lamar,Centenary,0.84612155
San Francisco,Georgia St,0.8322416
Massachusetts,FGCU,0.9882388
PFW,S Illinois,0.9382384
Cent Arkansas,IUPUI,0.82238483
West Virginia,Lafayette,0.79031855
Norfolk St,Indiana St,0.94411427
N Colorado,Florida,0.5197398
Southern Univ,Oregon,0.9052136
Villanova,Cal Baptist,0.9526133
New Orleans,Utah St,0.7002233
LIU Brooklyn,Appalachian St,0.70344347
Hampton,Montana St,0.5675684
Clemson,San Jose St,0.833246
Wright St,Iowa,0.97141045
Rider,UNC Asheville,0.5000401
Loy Marymount,Wisconsin,0.8381133
Cornell,Harvard,0.8942543
Montana,Montana St,0.9737067
Houston,Furman,0.7075467
Towson,Iowa,0.87676716
Oregon,UT San Antonio,0.6392331
Bucknell,Loyola-Chicago,0.9907936
UC Riverside,Penn St,0.8894731
Arkansas,Long Beach St,0.52530074
S Illinois,Kentucky,0.8774087
Penn,UNC Greensboro,0.74850714
Kansas,Duquesne,0.6362045
East Carolina,McNeese St,0.67806333
Tarleton St,Miami FL,0.86894447
SIUE,PFW,0.84752023
Tulane,Pittsburgh,0.80716497
Florida,Savannah St,0.84140193
Prairie View,Wagner,0.8052054
Vanderbilt,New Hampshire,0.8178354
NC State,Incarnate Word,0.6748247
High Point,Liberty,0.55007213
Utah Tech,Duke,0.9802005
Kennesaw,Stonehill,0.97026336
Northwestern,Virginia Tech,0.9954372
Mississippi St,Miami OH,0.94667697
Fresno St,Ohio St,0.6340736
Long Beach St,Richmond,0.945984
Nebraska,Alabama A&M,0.5542968
Incarnate Word,Princeton,0.92579997
SE Louisiana,Arizona St,0.60451204
Loyola MD,Notre Dame,0.77725637
Ball St,FL Atlantic,0.777247
Abilene Chr,Hampton,0.8090905
La Salle,Colgate,0.56054914
USC,UNLV,0.89584
Indiana St,Arizona,0.9069022
Robert Morris,Arkansas St,0.5543573
UTRGV,Illinois,0.7124924
Delaware St,VMI,0.6884926
Cent Arkansas,Indiana St,0.8728569
Hofstra,Wofford,0.8782087
NE Illinois,TX Southern,0.7022398
James Madison,Missouri St,0.73340815
Campbell,New Orleans,0.8479938
Savannah St,UNC Greensboro,0.6202941
Fairfield,Oklahoma,0.9799185
Colorado,CS Bakersfield,0.9184953
Hampton,UCLA,0.98863727
Lindenwood,CS Fullerton,0.9303143
Presbyterian,Hofstra,0.60106945
NJIT,Massachusetts,0.72237754
Incarnate Word,Mercer,0.6701417
Florida St,Gardner Webb,0.6528993
WI Green Bay,Alliant Intl,0.8437936
Centenary,Davidson,0.7239013
North Texas,Incarnate Word,0.5072218
Villanova,Tennessee St,0.8426832
G Washington,S Illinois,0.8404852
Boston College,Coastal Car,0.7679404
Harvard,WI Green Bay,0.9696428
Rider,Arkansas St,0.8314611
Missouri St,Wake Forest,0.81151193
Washington St,N Dakota St,0.587605
Campbell,Vermont,0.8532071
Buffalo,Washington,0.7759707
Quinnipiac,Stanford,0.98316437
Alcorn St,La Salle,0.6850693
Nebraska,Mercer,0.5724878
Portland St,Kansas,0.82489127
Fresno St,Purdue,0.8495611
Holy Cross,Sam Houston St,0.91378707
Davidson,Colorado St,0.7463439
Valparaiso,Virginia,0.70994776
McNeese St,Hawaii,0.8865785
St Louis,William & Mary,0.56008184
NE Illinois,Houston Chr,0.61893237
Cal Baptist,Ga Southern,0.84912205
Dartmouth,C Michigan,0.6809106
Illinois,Georgia St,0.9878292
Marist,Florida,0.83614653
Stony Brook,Georgia,0.8949545
Illinois St,Boston Univ,0.8150077
Navy,Manhattan,0.9235362
Armstrong St,Arkansas St,0.7141691
S Illinois,Duquesne,0.5035886
Evansville,Tarleton St,0.58408284
Presbyterian,Alliant Intl,0.7690579
SIUE,Villanova,0.9576868
Tulane,Coppin St,0.9789413
Howard,Arizona St,0.51838446
C Michigan,CS Sacramento,0.7600579
Citadel,Abilene Chr,0.6244813
Auburn,East Carolina,0.5044273
USC,Siena,0.82375985
Centenary,Cincinnati,0.9527051
Florida St,Tennessee Tech,0.94005257
James Madison,Portland St,0.8573843
South Florida,Maryland,0.94057775
Massachusetts,Miami OH,0.7708116
VMI,Youngstown St,0.59600973
IL Chicago,Nicholls St,0.5452139
Army,Wright St,0.96761805
Maryland,Alabama St,0.9519712
Bucknell,Columbia,0.775593
FGCU,UTRGV,0.7024447
Winthrop,E Illinois,0.9939794
Monmouth NJ,C Michigan,0.7272291
E Illinois,Miami OH,0.79931575
Evansville,UC San Diego,0.5070255
Savannah St,Connecticut,0.6497949
Georgetown,TX Southern,0.9924286
Louisville,Virginia,0.93816894
Louisiana,Furman,0.9675019
St Francis PA,CS Sacramento,0.7099202
Armstrong St,WI Milwaukee,0.56232023
Sacred Heart,Howard,0.65705603
St Joseph's PA,Texas St,0.63647425
WI Green Bay,Georgia Tech,0.68305004
Jacksonville St,West Virginia,0.89147824
Cleveland St,Lamar,0.78263
St Francis NY,Columbia,0.8795914
Mercyhurst,TX Southern,0.79196733
San Francisco,East Carolina,0.8882481
Ga Southern,Mt St Mary's,0.8689069
UTEP,Kennesaw,0.6781455
Campbell,Texas A&M,0.87886983
Cornell,Canisius,0.523829
Massachusetts,Austin Peay,0.7249123
Augusta,Lipscomb,0.7407948
TX Southern,UT San Antonio,0.8480799
Oakland,Hardin-Simmons,0.7503513
Northern Arizona,Rice,0.7048667
Tulsa,Southern Univ,0.50667334
Robert Morris,Liberty,0.7373563
Holy Cross,PFW,0.62571824
NE Illinois,UC Riverside,0.7072922
Wofford,Florida A&M,0.86738384
Santa Clara,Oklahoma St,0.71001416
SIUE,Sam Houston St,0.8784433
Tulsa,Nebraska,0.99317956
Long Beach St,SUNY Albany,0.943087
Connecticut,North Dakota,0.840859
UNC Asheville,Florida St,0.93545336
Iowa St,Idaho St,0.5186753
Oregon,Okla City,0.5791334
S Carolina St,Northern Iowa,0.70480907
F Dickinson,St Mary's CA,0.7991992
N Illinois,Nevada,0.7664873
Chicago St,Oregon,0.92336565
Charlotte,Illinois,0.5155999
Duke,Monmouth NJ,0.7518362
James Madison,Kentucky,0.7595889
Massachusetts,UT San Antonio,0.50081015
LIU Brooklyn,UC San Diego,0.74123216
PFW,Utah Valley,0.7050462
DePaul,Penn,0.8160844
Army,F Dickinson,0.9191752
Loyola-Chicago,North Carolina,0.5515673
Gardner Webb,Marist,0.83487964
Alabama St,Maine,0.5886953
Arkansas St,Utah St,0.8863561
Grand Canyon,Oregon St,0.6244261
Fresno St,William & Mary,0.88847095
